review,label
"Gas bubble in soda are pressurized, therefore they rise to the top when a can is opened. However, when you drink the soda, there is still fizz from the carbon dioxide. So the carbon dioxide is still all around in the soda container. It rises to the top because it is the only direction (out of all the other directions) it can go.",0
"Gas particles in a box after a minute shoot out in all directions, similar to how blowing a balloon up, it expands from all sides. In both examples, the gas particles spread out towards all directions.",2
"If you use the idea of, if you release a gas, does it just go to the ceiling, or does everyone around you smell it. Gasses expand to fill up the vessel they are in.",0
"After a minute, the particles in the box will spread out, because, when you blow into a balloon, the air spreads it out. Since air is a type of gas, the same thing will happen to the particles.",2
"Charlie can't use the soda fact because that would disprove his argument and go against his drawing. In blowing air into a balloon, you are inflating it, causing it to get bigger and expand. In his drawing, the particles went from closely packed to spread out, occupying the whole container/box.",2
Charlie will use the second set of evidence beacuse like the balloon the particles in the container will seperate over time to increas ein size.,2
"I think that Charlie might use this evidence to support his claim that the particles are spread out in the container because gas particles are always moving, so they would not stay static for that long.",0
Charlie would have used the evidence of the balloon growing bigger in all directions when you blow air into it to support his claim because he drew the gas particles going out in all directions.,2
CHARLIE CAN US THAT THEY ARE ON THE TOP,0
"Charlie may use the second piece of evidence saying that the gas particles are similar to the air being blown in a balloon, as it shows how particles in contained spaces react.",1
"Charlie might use the evidence ""When you blow air into a balloon, the balloon grows bigger in all directions"" to show why the particles would spread out.",1
"When you blow a balloon, all the air particles scatter, and Charlie's drawing is a picture of scattered particles.",2
The gas is all around the box because in a balloon the gas spreads out in all directions but in the soda it's a liquid so it might be different,2
Charlie would use air in a balloon because the air expands in every direction in a similar way.,1
"Charlie could use the evidence ""When you blow air into a balloon, the balloon grows bigger in all directions."" This could be used because Charlie states that in the container the gas is being evenly distributed.",2
"Charlie could state the following. Gas particles expand. When blowing a balloon, the balloon expands in all directions. This is because the gas particles expand in all directions.",1
"The ""When you blow air into a balloon, the balloon grows bigger in all directions"" quote supports Charlie's claim. As more gas particles enter the balloon and spread, the balloon grows bigger.",2
"Charlie can claim that when gas is put into a balloon, the balloon gets bigger because the gas particles are spread apart and all around. Similarly, gas particles would be spread apart in air.",1
To prove he's right.,0
"The gas will flow around, pushing at all sides, like a balloon",2
Charlie would use this to support his claim because when you blow air it goes in all directions similar to his his prediction and gas bubbles only float to the top in soda. Nobody said they floated to the top in air.,0
Charlie might use the balloon evidence because it shows the particles move in all directions.,2
Charlie used his logic to come to the conclusion that all gas expands.,0
"I think Charlie can only use the balloon evidence, because it states that in soda the gases float up top, not that the gases spread everywhere.",0
Charlie cold say that the balloon expands in all sides as proof the the gas is evenly distributed around the container.,2
when charlie drew the picture of the particles around in a container it makes me wonder if the particles inside of the container are moving around because of the peasure?,0
that the more space is given the more the particles have to move around,0
"Since the gas particles in a balloon are spread out in all directions, the gas particles in the box will do that too.",2
"Charlie might use the balloon evidence because his drawing depicts the gas particles as a balloon, growing and spreading in all directions.",2
Charlie can use this information by explaining how his claim was that gas particles spread out in their contained space and that is exactly how a balloon is blown up.,2
because a balloon expands in all directions,0
he might use this because when you blow up a balloon air speads to all sides of the rubber and creates that balloon,1
The evidence show how it helps Charlie because in his diagram it shoes how the gas particles are spreading around the whole box making it look even spaces. The ballon does get bigger in all directions when you put more gas particles to.,2
Charlie might say that all gas particles spread out.,0
"The particles will spread out. It is just like a balloon. When you blow air into a balloon, it expands and is spaced evenly. This causes it to keep its shape.",2
Charlie could use the Balloon idea to support his claim. The air in the balloon are made up of particles. The air in the balloon spreads out in all directions of the balloon. So the air in the box will spread out in all directions of the box also.,2
